Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
TradingView India,@in_tradingview,2018-10-08T21:10:00.000Z,False,#LT - Larsen & Tourbo - 6 Months Long Trend Line at Stake - TradingView -,0,0,1,0,['#LT'],[],[],https://pbs.twimg.com/profile_images/1591017945039339520/cMcodFXW_normal.jpg,https://twitter.com/in_tradingview/status/1049406579022262272,tweet_id:1049406579022262272
avinashkk4,@avinashviral,2018-10-01T08:41:39.000Z,False,LARSEN and TOURBO....going to brake ?,0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/avinashviral/status/1046681538765570048,tweet_id:1046681538765570048
Dr.chandra shekhar tanwar ( Gurjar ),@drshekhar2789,2018-09-27T16:08:22.000Z,False,Rahul baba is serious lier construction bid of statue won by Mumbai based LARSEN&TOURBO LIMITED multinational company supervised by TURNER CONSTRUCTION New york based company which created Burj Khalifa . ,0,0,0,0,[],"['@TajinderBagga', '@bhaiyyajispeaks', '@NindaTurtles']",[],https://pbs.twimg.com/profile_images/1188492484709535748/CiLJBhqw_normal.jpg,https://twitter.com/drshekhar2789/status/1045344404662173696,tweet_id:1045344404662173696
Sandeep Singh Ahluwalia,@sahluwalia032,2018-09-03T08:38:02.000Z,False,"Larsen & Tourbo, MindTree, Future Retail and KDDL: A List of Astounding Opportunities https://m.in.investing.com/analysis/larsen--tourbo-mindtree-future-retail-and-kddl-a-list-of-astounding-opportuni-200204698… #MondayMotivation #nifty50 #Headlines #JustIn #BQLive #BQOpinion #MultiBagger",0,3,2,0,"['#MondayMotivation', '#nifty50', '#Headlines', '#JustIn', '#BQLive', '#BQOpinion', '#MultiBagger']",[],[],https://pbs.twimg.com/profile_images/1340185166220677121/VWdePMh-_normal.jpg,https://twitter.com/sahluwalia032/status/1036533766183768064,tweet_id:1036533766183768064
Business Standard,@bsindia,2018-08-02T17:10:00.000Z,True,Larsen & Tourbo divests stake in L&T Tech to meet 25% minimum public shareholding,0,1,12,0,[],[],[],https://pbs.twimg.com/profile_images/1194080296821559296/4GUNRuCM_normal.jpg,https://twitter.com/bsindia/status/1025066194930262017,tweet_id:1025066194930262017
Equity Research Hub,@EquityResearch_,2018-08-02T11:55:03.000Z,False,"Stocks in the News & Analyst Updates: Konica Minolta,Kobe Steel,SK Networks,Hyundai Motor,Yageo,Unity Opto,Larsen & Tourbo,Kweichow Moutai,Tencent.. - https://mailchi.mp/4e3924062073/stocks-in-the-news-analyst-updates-fukuoka-financial-18th-banktv-asahikepcogreencrosstpkmediatek-2173833…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/643856368940785666/n9VV3Qpn_normal.png,https://twitter.com/EquityResearch_/status/1024986935138377731,tweet_id:1024986935138377731
Guy in a Suit,@Pats982097,2018-07-26T16:24:59.000Z,False,"My brother who has just completed his #enginering has received this attached message. I suppose this is fake. #HighAlert  @LTI_Global #larsenTourbo  

Opens the below link:http://careerlarsentoubroindia.blogspot.com/2018/07/blog-post_25.html?m=1…",0,0,0,0,"['#enginering', '#HighAlert', '#larsenTourbo']","['@larsentoubro', '@adimadhavi09']",[],https://pbs.twimg.com/profile_images/1271727767952871424/xA45J0Id_normal.jpg,https://twitter.com/Pats982097/status/1022518151903358977,tweet_id:1022518151903358977
Hindu School Arch.,@hsa_sonipat,2018-07-19T11:34:47.000Z,False,"Here's Prof.(AR.) Koli talking about his Industry experience in Larsen &Tourbo and DLF.
Explore what he has to say!#HSA #ArchitectureinSonepat",0,0,0,0,"['#HSA', '#ArchitectureinSonepat']",[],[],https://pbs.twimg.com/profile_images/894516015433891840/sdxG7MWn_normal.jpg,https://twitter.com/hsa_sonipat/status/1019908405174022144,tweet_id:1019908405174022144
Jolly Mampilly,@jollymampilly,2018-07-12T11:35:59.000Z,False,"Sensex At All-Time Closing High, Nifty Reclaims 11,000 After 5 Months - NDTV https://ndtv.com/business/markets-live-closing-bell-sensex-posts-all-time-closing-high-nifty-reclaims-11-000-after-over-5-mont-1882154…Upbeat investor sentiments, positive global cues lift markets

Reliance Industries, Wipro, Larsen & Tourbo lead Sensex gains",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1594038676748529664/iFeSvcPx_normal.jpg,https://twitter.com/jollymampilly/status/1017371990754115585,tweet_id:1017371990754115585
ヴァーミスラックス・ペジョラティヴ ⋈ ５さい,@isotakeru,2018-07-02T08:32:21.000Z,False,"インド海軍のINS Ranvirは、8セルのLarsen＆Tourbo UVLM VLSモジュールからBrahMosミサイルを発射した。
ブラモスミサイル大きいよね。",0,2,2,0,[],[],[],https://pbs.twimg.com/profile_images/722088155063521280/I9msQqVd_normal.jpg,https://twitter.com/isotakeru/status/1013701901580320768,tweet_id:1013701901580320768
Indian Defence Facts,@indiandefence11,2018-07-01T03:37:57.000Z,False,INS Ranvir of Indian Navy launching a BrahMos Missile from its 8-cell Larsen & Tourbo UVLM VLS Module.,1,47,106,0,[],[],[],https://pbs.twimg.com/profile_images/1130123883724455938/8gk4MG28_normal.jpg,https://twitter.com/indiandefence11/status/1013265425512230917,tweet_id:1013265425512230917
Devdiscourse,@Dev_Discourse,2018-06-18T11:18:36.000Z,False,Larsen and Tourbo delivers 40th interceptor boat to Coast Guard https://devdiscourse.com/Article/25546-larsen-and-toubro-delivers-40th-interceptor-boat-to-coast-guard…#LarsenandTourbo  #interceptorboat #ICGSVikram #Chennai #India,0,0,0,0,"['#LarsenandTourbo', '#interceptorboat', '#ICGSVikram', '#Chennai', '#India']",['@IndiaCoastGuard'],[],https://pbs.twimg.com/profile_images/1565926273947279360/LV4vUS0r_normal.jpg,https://twitter.com/Dev_Discourse/status/1008670310080614401,tweet_id:1008670310080614401
CNBC-AWAAZ,@CNBC_Awaaz,2018-06-15T08:42:57.000Z,True,#AwaazMarkets | Larsen & Tourbo को महाराष्ट्र सरकार से रु 800 Cr का ठाणे में 1.8 किमी पुल बनाने का ऑर्डर मिलेगा: सूत्र ।,1,0,11,0,['#AwaazMarkets'],[],[],https://pbs.twimg.com/profile_images/1745616211025768448/6C_IykFi_normal.jpg,https://twitter.com/CNBC_Awaaz/status/1007543976684130304,tweet_id:1007543976684130304
CNBC-AWAAZ,@CNBC_Awaaz,2018-06-15T02:28:28.000Z,True,#MarketsToday | #BrokerageReport | Larsen & Tourbo पर डॉयश बैंक की खरीद की राय ।#AwaazMarkets,1,0,8,0,"['#MarketsToday', '#BrokerageReport', '#AwaazMarkets']",[],[],https://pbs.twimg.com/profile_images/1745616211025768448/6C_IykFi_normal.jpg,https://twitter.com/CNBC_Awaaz/status/1007449734108368896,tweet_id:1007449734108368896
INVESTRON,@INVESTRON_,2018-06-14T11:00:00.000Z,False,Tectonic ReleasesLarsen & Tourbo wins orders valued Rs 1391 Cr         #AbortoSeraLey #INDvAFG #FelizJueves #FootballWorldCup2018 #FifaWorldCup18,0,0,0,0,"['#AbortoSeraLey', '#INDvAFG', '#FelizJueves', '#FootballWorldCup2018', '#FifaWorldCup18']","['@CNBC_Awaaz', '@CNBC', '@EconomicTimes', '@businessinsider', '@ETNOWlive', '@TheEconomist', '@ZeeBusiness']",[],https://pbs.twimg.com/profile_images/867818377745772544/vxrlLJNZ_normal.jpg,https://twitter.com/INVESTRON_/status/1007216075761569792,tweet_id:1007216075761569792
R K SHRIVASTAVA,@RKSHRIVASTAVA8,2018-05-28T04:57:44.000Z,False, WHAT IS YOUR OPINION ABOUT LARSEN AND TOURBO,0,0,0,0,[],['@CNBC_Awaaz'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/RKSHRIVASTAVA8/status/1000964317339045888,tweet_id:1000964317339045888
swfinstitute,@swfinstitute,2018-05-01T11:06:02.000Z,False,#investor Larsen & Tourbo Agrees to Sell Unit to Schneider and Temasek https://buff.ly/2KrvKdV,0,0,0,0,['#investor'],[],[],https://pbs.twimg.com/profile_images/477217607536226304/LbjnTQln_normal.png,https://twitter.com/swfinstitute/status/991272527526875136,tweet_id:991272527526875136
Michael Maduell,@sovereignfunds,2018-05-01T10:48:06.000Z,False,#investor SWFI: Larsen & Tourbo Agrees to Sell Unit to Schneider and Temasek https://buff.ly/2KrvKdV,0,1,1,0,['#investor'],[],[],https://pbs.twimg.com/profile_images/558146634941353984/VvNf5fn9_normal.jpeg,https://twitter.com/sovereignfunds/status/991268014073905152,tweet_id:991268014073905152
CNBC-AWAAZ,@CNBC_Awaaz,2018-06-15T08:42:57.000Z,True,#AwaazMarkets | Larsen & Tourbo को महाराष्ट्र सरकार से रु 800 Cr का ठाणे में 1.8 किमी पुल बनाने का ऑर्डर मिलेगा: सूत्र ।,1,0,11,0,['#AwaazMarkets'],[],[],https://pbs.twimg.com/profile_images/1745616211025768448/6C_IykFi_normal.jpg,https://twitter.com/CNBC_Awaaz/status/1007543976684130304,tweet_id:1007543976684130304
DefenceAviationPost,@DefencePost,2018-04-12T10:05:35.000Z,False,"Session - Industry Perspective on Defence Industrial Corridors by Mr. Jd Patil, 
Whole Time Director & Member of the Board, Larsen & Tourbo LTD. and Chairman, FICCI Defence Committee at @DefExpoIndia Chennai#DefenceExpo2018 #DefenceExpo18",0,0,0,0,"['#DefenceExpo2018', '#DefenceExpo18']",[],[],https://pbs.twimg.com/profile_images/729619740130476036/HRBhjukN_normal.jpg,https://twitter.com/DefencePost/status/984371945742495744,tweet_id:984371945742495744
hedgehog lab,@hedgehoglab,2018-02-05T06:37:00.000Z,True," | Google has announced a partnership with India's largest #engineering and #construction company Larsen and Tourbo, bringing 150 Google Station WiFi hotspots to Pune.https://hubs.ly/H09TH1m0",0,0,3,0,"['#engineering', '#construction']",[],['\\U0001f1ee\\U0001f1f3'],https://pbs.twimg.com/profile_images/1659162722989113345/LdqwS6Yu_normal.jpg,https://twitter.com/hedgehoglab/status/960401856144007168,tweet_id:960401856144007168
CA Shubham Bedmutha,@BedmuthaShubham,2018-02-05T06:32:22.000Z,False,Larsen and tourbo,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1376516940575875073/VoCa8HDH_normal.jpg,https://twitter.com/BedmuthaShubham/status/960400688407748610,tweet_id:960400688407748610
TrendFollowing,@trendviewfollow,2018-01-04T09:15:39.000Z,False,"#LARSEN & TOURBO LTD. ""TREND IS FRIEND"" :)",0,1,6,0,['#LARSEN'],[],[],https://pbs.twimg.com/profile_images/902826103768621058/ckPw6joi_normal.jpg,https://twitter.com/trendviewfollow/status/948845370330644480,tweet_id:948845370330644480
Aftab Siddique,@alm144,2017-12-28T19:47:45.000Z,False,"POWAI.Larsen&Tourbo hsp started.Low&subsidised cost http://treatments.Consulting ₹50/-1st time 30/- follow up.Kidney Dialysis500/-
NIRALI HOSPITAL
L&T Gate no.7A,Saki Vihar Rd,
Powai–Tel:6251 9000, 6251 9001
Email:-admin@amnhcf.org
Mon-Sat.9-5 pm
Support.L&T Public CharitableTrust",0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1524665694066855936/ouvpZnTz_normal.jpg,https://twitter.com/alm144/status/946467726158999552,tweet_id:946467726158999552
Dazzling Dance,@DazzlingStudio,2017-12-08T17:06:45.000Z,False,Larsen & Tourbo Function Winner Team Dance Performance | Dazzling Dance Studio: http://youtu.be/ZoWA58AZVJ4?a via ,0,0,0,0,[],['@YouTube'],[],https://pbs.twimg.com/profile_images/904346753402421248/kef0z60j_normal.jpg,https://twitter.com/DazzlingStudio/status/939179453518962695,tweet_id:939179453518962695
CA Shubham Bedmutha,@BedmuthaShubham,2017-11-26T17:01:10.000Z,False,@ravi_mehata see larsen n tourbo ltd...3 year consolidation going on,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1376516940575875073/VoCa8HDH_normal.jpg,https://twitter.com/BedmuthaShubham/status/934829393028964352,tweet_id:934829393028964352
ThePrintIndia,@ThePrintIndia,2017-11-20T07:26:25.000Z,True,"The future of space technology is dependant on low cost access to space and reusable infrastructure: Arun Ramachandani, Vice President, Larsen & Tourbo Ltd.#Space4industry",0,6,2,0,['#Space4industry'],[],[],https://pbs.twimg.com/profile_images/1719697889931530240/DFSyqhvD_normal.jpg,https://twitter.com/ThePrintIndia/status/932510426432262144,tweet_id:932510426432262144
Patrick Maina-AI automations,@PatrickMaina,2017-11-16T07:48:08.000Z,False,Larsen & Tourbo Will Open Jerusalem Design Center http://dlvr.it/Q1CPdW,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1339174833922379777/0TStDrjA_normal.jpg,https://twitter.com/PatrickMaina/status/931066338973380613,tweet_id:931066338973380613
Amir Salman,@asalman1996,2017-11-15T05:11:34.000Z,False," Getting Fake Selection Letter's from the name of Larsen& Tourbo Limited who are asking for deposit of sum amount and the Company  is not taking action on them. I got this e-mail from shatishyuvraj2610@gmail.com 
Hope company will take action on such scammers.",0,0,0,0,[],"['@HRDMinistry', '@lntenc']",[],https://pbs.twimg.com/profile_images/1485256660751106048/9x54Hx9A_normal.jpg,https://twitter.com/asalman1996/status/930664552764727296,tweet_id:930664552764727296
XISS,@XISSRanchi1955,2017-11-12T07:29:00.000Z,False,"Closing thoughts by HR Leaders on Data Analytics: The way forward.
We have Mr. Yogi Sriram, Senior VP of Corporate HR, Larsen &Tourbo Ltd and Mr. Suresh Tripathi, VP (HRM), Tata Steel.#PeopleAnalyticsConclave2017 #XISSObscura #XISSRanchi",0,2,10,0,"['#PeopleAnalyticsConclave2017', '#XISSObscura', '#XISSRanchi']",[],[],https://pbs.twimg.com/profile_images/913732808513695746/zAZlcgxG_normal.jpg,https://twitter.com/XISSRanchi1955/status/929611974022852609,tweet_id:929611974022852609
#RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech,@rvp,2017-11-11T11:07:17.000Z,False,"Via rvp Ravi VS Prasad - RT CNBCTV18News ""RT CNBCTV18Live: Larsen & Tourbo announces its Q2 earnings. Here are the… https://pscp.tv/w/bNV4cjFKUktta3BvckdFUHl8MW1uR2VyUG5OclFKWEo5anqv35Gvx7sq9-YZa5BJitI5-5HrV4FCA8hbwQVw…""",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1291068724846268416/6ixTrow0_normal.jpg,https://twitter.com/rvp/status/929304519170719744,tweet_id:929304519170719744
#RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech,@rvp,2017-11-11T10:36:23.000Z,False,"Via rvp Ravi VS Prasad RT CNBCTV18Live ""Larsen & Tourbo announces its Q2 earnings. Here are the details … https://pscp.tv/w/bNV4cjFKUktta3BvckdFUHl8MW1uR2VyUG5OclFKWEo5anqv35Gvx7sq9-YZa5BJitI5-5HrV4FCA8hbwQVw…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1291068724846268416/6ixTrow0_normal.jpg,https://twitter.com/rvp/status/929296742738165760,tweet_id:929296742738165760
CNBC-TV18,@CNBCTV18Live,2017-11-11T10:35:30.000Z,True,Larsen & Tourbo announces its Q2 earnings. Here are the details,1,7,24,0,[],[],[],https://pbs.twimg.com/profile_images/1732586648473624576/DgKf0Pzc_normal.jpg,https://twitter.com/CNBCTV18Live/status/929296519303348225,tweet_id:929296519303348225
Paragbhai,@Traderbhai,2017-11-05T15:55:52.000Z,False,#larsen&tourbo CMP -1235 Ready for big move. 1260novCall option at 31has potential to Double b4 expiry,0,0,0,0,['#larsen'],[],[],https://pbs.twimg.com/profile_images/1492552184013090818/0LXUeMSp_normal.jpg,https://twitter.com/Traderbhai/status/927202814962450432,tweet_id:927202814962450432
sunitha,@sunithadear,2017-10-26T10:45:46.000Z,False,"#Larsen & #Tourbo #construction: #orders #bags #worth Rs 3,551 #crorehttp://husols.com/business_information?id=113Larsen--Tourbo-construction-orders-bags-worth-Rs-3551-crore…",0,0,0,0,"['#Larsen', '#Tourbo', '#construction', '#orders', '#bags', '#worth', '#crore']",[],[],https://pbs.twimg.com/profile_images/800644844465090560/-xgwkHZZ_normal.jpg,https://twitter.com/sunithadear/status/923500896507457537,tweet_id:923500896507457537
#RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech,@rvp,2017-08-14T02:25:26.000Z,False,"Via rvp Ravi VS Prasad - RT IndiaToday ""India at 70 | Larsen and Tourbo is India's jack of all trades kirantare http://ow.ly/x2FF30enAw7""",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1291068724846268416/6ixTrow0_normal.jpg,https://twitter.com/rvp/status/896920670831079425,tweet_id:896920670831079425
IndiaToday,@IndiaToday,2017-08-14T02:05:51.000Z,True,India at 70 | Larsen and Tourbo is India's jack of all trades  http://ow.ly/x2FF30enAw7,2,15,33,0,[],['@kirantare'],[],https://pbs.twimg.com/profile_images/1395253672678809601/s-kiJ9xn_normal.png,https://twitter.com/IndiaToday/status/896915741366116353,tweet_id:896915741366116353
Uttarakhand News,@NewsUkhand,2017-08-11T12:58:25.000Z,False,Larsen and Tourbo is India's jack of all trades https://goo.gl/fb/H1dmGM,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/378800000067755929/3ab3aa063bc758564dec3bf31bf61e04_normal.jpeg,https://twitter.com/NewsUkhand/status/895992800881385472,tweet_id:895992800881385472
Indian Booklet,@IndianBooklet,2017-06-28T09:32:59.000Z,False,L & T Recruitment 2017 Larsen & Tourbo U.G/P.G Job Openings For Freshers Apply Now https://goo.gl/fb/TpjUbx,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/873186846695579648/iFUTcbHz_normal.jpg,https://twitter.com/IndianBooklet/status/879996036739149826,tweet_id:879996036739149826
Nexensus,@nexensus,2017-06-22T06:06:34.000Z,False,#Govt sold 2.5% stake of #LarsenTourbo for Rs4158. This will help the govt to meet its #AnnualFiscalTarget.,0,0,0,0,"['#Govt', '#LarsenTourbo', '#AnnualFiscalTarget']",[],[],https://pbs.twimg.com/profile_images/1653755444916043777/2Rhi6AOx_normal.png,https://twitter.com/nexensus/status/877769764856254465,tweet_id:877769764856254465
Nexensus,@nexensus,2017-06-21T07:47:35.000Z,False,"#LarsenTourbo shares increased by 1.8% to Rs 1,782 which is highest in this week.",0,0,0,0,['#LarsenTourbo'],[],[],https://pbs.twimg.com/profile_images/1653755444916043777/2Rhi6AOx_normal.png,https://twitter.com/nexensus/status/877432796523790336,tweet_id:877432796523790336
TradingView India,@in_tradingview,2017-05-22T05:40:00.000Z,False,$LT - LARSEN & TOURBO - Trading in Range - https://in.tradingview.com/chart/LT/4Cnb1lEt-LARSEN-TOURBO-Trading-in-Range/…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1591017945039339520/cMcodFXW_normal.jpg,https://twitter.com/in_tradingview/status/866529052747743232,tweet_id:866529052747743232
Buy Cryptocurrency,@cryptosbuy,2017-05-22T05:31:23.000Z,False,LARSEN & TOURBO - Trading in Range $LT http://in.tradingview.com/chart/LT/4Cnb1lEt-LARSEN-TOURBO-Trading-in-Range/… TV_TradingIdeas,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/976526085503569920/gi3Z-gfE_normal.jpg,https://twitter.com/cryptosbuy/status/866526886620483584,tweet_id:866526886620483584
TradingView Snaps,@snapsssss,2017-05-22T05:28:33.000Z,False,LARSEN & TOURBO - Trading in Range $LT http://in.tradingview.com/chart/LT/4Cnb1lEt-LARSEN-TOURBO-Trading-in-Range/…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1514573129892388866/_m9TkhAK_normal.png,https://twitter.com/snapsssss/status/866526171466301440,tweet_id:866526171466301440
guru kiran,@gurukiran23,2017-05-09T00:49:19.000Z,False,@LARSENTOURBO View,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/854219378283302912/l-tCXbVN_normal.jpg,https://twitter.com/gurukiran23/status/861744859513630720,tweet_id:861744859513630720
Business - Finance - Markets @equityin,Business - Finance - Markets @equityin,2017-04-17T11:10:59.000Z,False,"Larsen & Tourbo bags orders worth Rs 2,694 crore.https://goo.gl/0Xl2dj",0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1224601263846776834/rEGtYUNU_normal.jpg,https://twitter.com/equityin/status/853928774752026626,tweet_id:853928774752026626
SmartCityWorld,@smartcityworld,2017-04-17T10:37:06.000Z,False,Larsen & Tourbo Bags Orders Worth Rs 2694 Crores http://ift.tt/2ppaNbW #SmartCities,0,0,1,0,['#SmartCities'],[],[],https://pbs.twimg.com/profile_images/3261772301/0f857d32920e3be60ce57f93164ca5e3_normal.jpeg,https://twitter.com/smartcityworld/status/853920244951339008,tweet_id:853920244951339008
Manoj Vasudevan,@vsmanoj,2017-04-07T09:51:06.000Z,False,"Looking forward to deliver the closing keynote @ Larsen & Tourbo, Chennai this Sat 8th Apr for Imagine 2017. See you if you are in town.",0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/919950157843537920/y1SURoJp_normal.jpg,https://twitter.com/vsmanoj/status/850284791723311104,tweet_id:850284791723311104
Real Estate Awards,@CNBCAWAAZREA,2017-03-12T12:30:18.000Z,False,"In 2016 the 10th Real Estate Award ceremony, the contractor and construction company of the decade was awarded to Larsen & Tourbo.",0,0,3,0,[],[],[],https://pbs.twimg.com/profile_images/1203937728137551873/VpYFpNhK_normal.jpg,https://twitter.com/CNBCAWAAZREA/status/840902772123922432,tweet_id:840902772123922432
Himanshu Jain,@HimanshuEgov,2017-03-06T12:04:06.000Z,False,"#MakeInIndia, make for the world. INR 2,170 cr in orders won by Larsen & Tourbo's construction arm. #MakeInIndia http://bit.ly/2lNLE4Q",0,0,0,0,"['#MakeInIndia', '#MakeInIndia']",[],[],https://pbs.twimg.com/profile_images/1214752236712026112/61A4jO7h_normal.jpg,https://twitter.com/HimanshuEgov/status/838721852486914048,tweet_id:838721852486914048
Contree,@Letscontree,2017-03-06T12:01:13.000Z,False,"#MakeInIndia, make for the world. INR 2,170 cr in orders won by Larsen & Tourbo's construction arm. #MakeInIndia http://bit.ly/2lNLE4Q f…",0,0,0,0,"['#MakeInIndia', '#MakeInIndia']",[],[],https://pbs.twimg.com/profile_images/734328850449043456/nfDUA7z3_normal.jpg,https://twitter.com/Letscontree/status/838721125345538053,tweet_id:838721125345538053
Make in India,@makeinindia,2017-03-06T12:00:03.000Z,True,"#MakeInIndia, make for the world. INR 2,170 cr in orders won by Larsen & Tourbo's construction arm. #MakeInIndia http://bit.ly/2lNLE4Q",3,50,137,0,"['#MakeInIndia', '#MakeInIndia']",[],[],https://pbs.twimg.com/profile_images/1564158903767601152/Eiih5L5H_normal.jpg,https://twitter.com/makeinindia/status/838720829504569345,tweet_id:838720829504569345
Nagpur City Police,@NagpurPolice,2017-02-26T10:01:39.000Z,True,#NagpurMarathon2017 #fun #Nagpur   @larsen_tourbo       @CludForensicsR ,0,1,5,0,"['#NagpurMarathon2017', '#fun', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams', '@MH31']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835791931292561412,tweet_id:835791931292561412
Nagpur City Police,@NagpurPolice,2017-02-26T09:56:51.000Z,True,#NagpurMarathon2017 #fun #Nagpur   @larsen_tourbo       @CludForensicsR ,1,0,3,0,"['#NagpurMarathon2017', '#fun', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams', '@MH31']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835790725656694784,tweet_id:835790725656694784
Nagpur City Police,@NagpurPolice,2017-02-26T09:55:01.000Z,True,#NagpurMarathon2017 #fun #Nagpur   @larsen_tourbo       @CludForensicsR,0,0,5,0,"['#NagpurMarathon2017', '#fun', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835790260999077888,tweet_id:835790260999077888
Nagpur City Police,@NagpurPolice,2017-02-26T09:52:09.000Z,True,#NagpurMarathon2017 #Nagpur   @larsen_tourbo       @CludForensicsR ,0,1,10,0,"['#NagpurMarathon2017', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams', '@MH31']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835789539847254020,tweet_id:835789539847254020
Nagpur City Police,@NagpurPolice,2017-02-26T09:47:07.000Z,True,#NagpurMarathon2017 #Nagpur  @larsen_tourbo       @CludForensicsR ,0,1,5,0,"['#NagpurMarathon2017', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams', '@MH31']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835788273280692227,tweet_id:835788273280692227
Nagpur City Police,@NagpurPolice,2017-02-26T09:42:27.000Z,True,#NagpurMarathon2017 #fun #Nagpur   @larsen_tourbo       @CludForensicsR ,0,1,4,0,"['#NagpurMarathon2017', '#fun', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams', '@MH31']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835787098414198784,tweet_id:835787098414198784
Nagpur City Police,@NagpurPolice,2017-02-26T09:39:42.000Z,True,#NagpurMarathon2017 #fun #Nagpur   @larsen_tourbo       @CludForensicsR,0,0,4,0,"['#NagpurMarathon2017', '#fun', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835786406551142401,tweet_id:835786406551142401
Nagpur City Police,@NagpurPolice,2017-02-26T09:38:14.000Z,True,#NagpurMarathon2017 #fun #Nagpur   @larsen_tourbo       @CludForensicsR,0,1,2,0,"['#NagpurMarathon2017', '#fun', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835786037280440320,tweet_id:835786037280440320
Nagpur City Police,@NagpurPolice,2017-02-26T09:35:56.000Z,True,#NagpurMarathon2017 #fun #Nagpur   @larsen_tourbo       @CludForensicsR,0,3,4,0,"['#NagpurMarathon2017', '#fun', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams']",[],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835785459410198529,tweet_id:835785459410198529
Nagpur City Police,@NagpurPolice,2017-02-26T09:34:36.000Z,True,#NagpurMarathon2017 #Nagpur   @larsen_tourbo         @CludForensicsR  ,0,2,6,0,"['#NagpurMarathon2017', '#Nagpur']","['@ocr', '@dbmart', '@spacewood', '@MetroRailNagpur', '@axisbank', '@NagpurHaldirams', '@MH31']",['\\U0001f3c3'],https://pbs.twimg.com/profile_images/1755856449127776256/m6pIcqVz_normal.jpg,https://twitter.com/NagpurPolice/status/835785126382460928,tweet_id:835785126382460928
